metname,inchikey,Canonical_SMILES
arbtn,,noinchikey
ctp,PCDQPRRSZKQHHS-XVFCMESISA-J,C1=CN(C(=O)N=C1N)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O
pgp140,,noinchikey
3dhgulnp,BDUIIKXSXFDPEC-LWKDLAHASA-K,C(C(C(C(=O)C(C(=O)[O-])O)O)O)OP(=O)([O-])[O-]
cpe180,HCFAHMIUAQMBSN-UHFFFAOYSA-M,CCCCCCC1CC1CCCCCCCCCC(=O)N(CCOP(=O)([O-])OCC(CO)O)C(=O)CCCCCCCCCC2CC2CCCCCC
2pglyc,ASCFNMCAHFUBCO-UHFFFAOYSA-K,C(C(=O)[O-])OP(=O)([O-])[O-]
dhgly,TVMUHOAONWHJBV-UHFFFAOYSA-N,C(=N)C(=O)O
cenchddd,AEUBLTTWYCDTGM-HXOXMVQHSA-M,C1=CC(C(C(=C1)C=CC(=O)[O-])O)O
pa161,,noinchikey
3hadpcoa,OTEACGAEDCIMBS-NOTSHUFBSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CC(CCC(=O)[O-])O)O
h2,UFHFLCQGNIYNRP-UHFFFAOYSA-N,[HH]
hhlipa,HHPCMWTVGVTYIC-CFEULOSXSA-H,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)([O-])[O-])COC2(CC(C(C(O2)C(CO)O)OC3C(C(C(C(O3)C(CO)O)O)OC4C(C(C(C(O4)C(CO)O)O)O)O)O)OC5(CC(C(C(O5)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])OCC6C(C(C(C(O6)OP(=O)([O-])[O-])NC(=O)CC(CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC
23dhbzs3,,noinchikey
3amp,LNQVTSROQXJCDD-KQYNXXCUSA-L,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)OP(=O)([O-])[O-])O)N
4hoxpacd,IPRPPFIAVHPVJH-UHFFFAOYSA-N,C1=CC(=CC=C1CC=O)O
hxa,FUZZWVXGSFPDMH-UHFFFAOYSA-M,CCCCCC(=O)[O-]
LptA,,noinchikey
3ntym,IUCYCHQMRZWPGT-UHFFFAOYSA-N,C1=CC(=C(C=C1CCN)[N+](=O)[O-])O
so4,QAOWNCQODCNURD-UHFFFAOYSA-L,[O-]S(=O)(=O)[O-]
thrtrna,,noinchikey
n8aspmd,FONIWJIDLJEJTL-UHFFFAOYSA-P,CC(=O)NCCCC[NH2+]CCC[NH3+]
h,GPRLSGONYQIRFK-UHFFFAOYSA-N,[H+]
murein5px3p,,noinchikey
aso4,DJHGAFSJWGLOIV-UHFFFAOYSA-L,O[As](=O)([O-])[O-]
23dhbzs,VDTYHTVHFIIEIL-LURJTMIESA-M,C1=CC(=C(C(=C1)O)O)C(=O)NC(CO)C(=O)[O-]
kphphhlipa,HKWVBDGTKAFRJF-UHFFFAOYSA-C,CCCCCCCCCCCCCC(=O)OC(CCCCCCCCCCC)CC(=O)OC1C(C(OC(C1OP(=O)([O-])[O-])COC2(CC(C(C(O2)C(CO)O)OC3C(C(C(C(O3)C(CO)O)OP(=O)([O-])[O-])OC4C(C(C(C(O4)C(COC5C(C(C(C(O5)C(CO)O)O)O)O)O)OP(=O)([O-])[O-])O)O)O)OC6(CC(C(C(O6)C(CO)O)O)OC7(CC(C(C(O7)C(CO)O)O)O)C(=O)[O-])C(=O)[O-])C(=O)[O-])OCC8C(C(C(C(O8)OP(=O)(O)O)N=C(CC(CCCCCCCCCCC)O)[O-])OC(=O)CC(CCCCCCCCCCC)O)O)N=C(CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)[O-]
fad,IMGVNJNCCGXBHD-UYBVJOGSSA-K,noinchikey_inpubchem
uaagmda,OXJNZXDFVLDLEI-MBCYCBSHSA-J,CC(C(=O)NC(CCC(=O)NC(CCCC(C(=O)[O-])[NH3+])C(=O)NC(C)C(=O)NC(C)C(=O)[O-])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1OC2C(C(C(C(O2)CO)O)O)NC(=O)C)CO)OP(=O)([O-])OP(=O)([O-])OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)NC(=O)C
arab__L,PYMYPHUHKUWMLA-VAYJURFESA-N,C(C(C(C(C=O)O)O)O)O
o16a2und,JLHGQTKMJCQGJD-CEOXHMAOSA-L,CC1C(C(C(C(O1)OC2C(C(OC(C2O)COC3C(C(C(C(O3)CO)O)O)O)OC4C(C(OC4OCC5C(C(C(C(O5)OC6C(C(OC(C6OC(=O)C)OC7C(C(OC(C7O)COC8C(C(C(C(O8)CO)O)O)O)OP(=O)(O)OP(=O)(O)OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)N=C(C)[O-])C)O)O)O)O)C(CO)O)O)N=C(C)[O-])OC(=O)C)OC9C(C(C(C(O9)COC1C(C(C(O1)C(CO)O)O)O)O)O)O)O
3psme,QUTYKIXIUDQOLK-PRJMDXOYSA-J,C=C(C(=O)[O-])OC1CC(=CC(C1O)OP(=O)([O-])[O-])C(=O)[O-]
2dr1p,KBDKAJNTYKVSEK-VPENINKCSA-L,C1C(C(OC1OP(=O)([O-])[O-])CO)O
2oxpaccoa,ZQZCWPBSHHYCMM-BETJHJQZSA-J,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)C=C4CC=CC=CO4)O
fe3hox_un,,noinchikey
cdpdodecg,PDCWLWQTNQCGRI-IGIWICMZSA-L,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=CC(=NC2=O)N)O)O)OC(=O)CCCCCCCCCCCCCCCCC
ascb__L,CIWBSHSKHKDKBQ-JLAZNSOCSA-M,C(C(C1C(=C(C(=O)O1)[O-])O)O)O
ile__L,AGPKZVBTJJNPAG-WHFBIAKZSA-N,CCC(C)C(C(=O)O)N
dtdp,UJLXYODCHAELLY-XLPZGREQSA-K,CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)([O-])OP(=O)([O-])[O-])O
pa141,,noinchikey
agdpcbi,IQTYKHRKNGVJEO-RRMAJTJESA-K,noinchikey_inpubchem
4mhetz,BKAWJIRCKVUVED-UHFFFAOYSA-N,CC1=C(SC=N1)CCO
acglc__D,ILLOJQCWUBEHBA-KEWYIRBNSA-N,CC(=O)OCC1C(C(C(C(O1)O)O)O)O
kdo8p,IZZNRKJLBIYBJN-HXUQBWEZSA-K,C1C(C(C(OC1(C(=O)[O-])O)C(COP(=O)([O-])[O-])O)O)O
hphhlipa,OCKKDDJUVZAABC-XSAOWLIJSA-G,noinchikey_inpubchem
copre2,BKIWSQUNFCJSOI-HZUOBFSFSA-E,CC1(C(C2=CC3=NC(=C(C3CC(=O)[O-])CCC(=O)[O-])CC4=C(C(=C([N-]4)C=C5C(C(C(=N5)C=C1[N-]2)CCC(=O)[O-])(C)CC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CCC(=O)[O-])CC(=O)[O-].[Co+2]
ade,GFFGJBXGBJISGV-UHFFFAOYSA-N,C1=NC2=NC=NC(=C2N1)N
ethso3,CCIVGXIOQKPBKL-UHFFFAOYSA-M,CCS(=O)(=O)[O-]
urdglyc,NWZYYCVIOKVTII-SFOWXEAESA-M,C(C(=O)[O-])(NC(=O)N)O
ppap,FMNMEQSRDWIBFO-UHFFFAOYSA-L,CCC(=O)OP(=O)([O-])[O-]
thr__L,AYFVYJQAPQTCCC-GBXIJSLDSA-N,CC(C(C(=O)O)N)O
malttr,FYGDTMLNYKFZSV-PXXRMHSHSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)O)CO)CO)O)O)O)O
phpyr,BTNMPGBKDVTSJY-UHFFFAOYSA-M,C1=CC=C(C=C1)CC(=O)C(=O)[O-]
acald,IKHGUXGNUITLKF-UHFFFAOYSA-N,CC=O
acgam,OVRNDRQMDRJTHS-RTRLPJTCSA-N,CC(=O)NC1C(C(C(OC1O)CO)O)O
5mtr,ACWASDPGAVYCNI-JKUQZMGJSA-N,CSCC(C(C(C=O)O)O)O
uaccg,BEGZZYPUNCJHKP-DBYWSUQTSA-K,CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=C)C(=O)[O-]
12dgr160,,noinchikey
grxox,,noinchikey
2agpg140,NHYJQQUDLXESED-UHFFFAOYSA-M,CCCCCCCCCCCCCC(=O)OC(CO)COP(=O)([O-])OCC(CO)O
ggbutal,JZNLEPLZUABCSQ-ZETCQYMHSA-N,C(CC=O)CNC(=O)CCC(C(=O)O)N
hx2coa,OINXHIBNZUUIMR-IXUYQXAASA-J,CCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
mththf,BVIYGXUQVXBHQS-IUYQGCFVSA-N,CC1(C(C(CO1)O)(O)O)O
ac,QTBSBXVTEAMEQO-UHFFFAOYSA-M,CC(=O)[O-]
1tdecg3p,FAZBDRGXCKPVJU-MRXNPFEDSA-L,CCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])[O-])O
lipidX,HEHQDWUWJVPREQ-XQJZMFRCSA-L,CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)([O-])[O-])CO)O)OC(=O)CC(CCCCCCCCCCC)O)O
trnahis,,noinchikey
mnl1p,GACTWZZMVMUKNG-KVTDHHQDSA-L,C(C(C(C(C(COP(=O)([O-])[O-])O)O)O)O)O
hphaccoa,GPCAQTOAAYEBGJ-CECATXLMSA-J,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CC4=CC=C(C=C4)O)O
3fe4s,,noinchikey
apg180,WCMVNCVROQLVSH-JBQXKKLXSA-M,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(COC(=O)CCCCCCCCCCCCCCCCC)OC(=O)CCCCCCCCCCCCCCCCC)O
dgmp,LTFMZDNNPPEQNG-KVQBGUIXSA-L,C1C(C(OC1N2C=NC3=C2NC(=NC3=O)N)COP(=O)([O-])[O-])O
xtp,CAEFEWVYEZABLA-UUOKFMHZSA-J,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O)NC(=O)NC2=O
arbt,BJRNKVDFDLYUGJ-RMPHRYRLSA-N,C1=CC(=CC=C1O)OC2C(C(C(C(O2)CO)O)O)O
g3pe,JZNWSCPGTDBMEW-YFKPBYRVSA-N,C(COP(=O)(O)OCC(CO)O)N
fmettrna,,noinchikey
2dh3dgal6p,OVPRPPOVAXRCED-NQXXGFSBSA-K,C(C(C(COP(=O)([O-])[O-])O)O)C(=O)C(=O)[O-]
galctn__D,RGHNJXZEOKUKBD-MGCNEYSASA-M,C(C(C(C(C(C(=O)[O-])O)O)O)O)O
datp,SUYVUBYJARFZHO-RRKCRQDMSA-J,C1C(C(OC1N2C=NC3=C(N=CN=C32)N)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O
feoxam_un,,noinchikey
remnant1,,noinchikey
dhnpt,YQIFAMYNGGOTFB-XINAWCOVSA-N,C1C(=NC2=C(N1)NC(=NC2=O)N)C(C(CO)O)O
pser__L,BZQFBWGGLXLEPQ-REOHCLBHSA-L,C(C(C(=O)[O-])[NH3+])OP(=O)([O-])[O-]
asp__L,CKLJMWTZIZZHCS-REOHCLBHSA-M,C(C(C(=O)[O-])[NH3+])C(=O)[O-]
8aonn,GUAHPAJOXVYFON-UHFFFAOYSA-N,CC(C(=O)CCCCCC(=O)O)N
malthx,OCIBBXPLUVYKCH-QXVNYKTNSA-N,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)O)CO)CO)CO)CO)CO)O)O)O)O
salchs2,,noinchikey
apg181,,noinchikey
pgp181,,noinchikey
2dda7p,PJWIPEXIFFQAQZ-PUFIMZNGSA-K,C(C(C(C(COP(=O)([O-])[O-])O)O)O)C(=O)C(=O)[O-]
pap,WHTCPDAXWFLDIH-KQYNXXCUSA-J,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])[O-])OP(=O)([O-])[O-])O)N
mmcoa__S,MZFOKIKEPGUZEN-IBNUZSNCSA-I,CC(C(=O)[O-])C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
sufbcd_2fe2s2,,noinchikey
dd2coa,IRFYVBULXZMEDE-DEEZISNZSA-J,CCCCCCCCCC=CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
myrsACP,,noinchikey
adocblp,,noinchikey
udcpo5,,noinchikey
btn,YBJHBAHKTGYVGT-ZKWXMUAHSA-M,C1C2C(C(S1)CCCCC(=O)[O-])NC(=O)N2
t3c11vaceACP,,noinchikey
zn2,PTFCDOFLOPIGGS-UHFFFAOYSA-N,[Zn+2]
utp,PGAVKCOVUIYSFO-XVFCMESISA-J,C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])O)O
trnaarg,,noinchikey
phaccoa,ZIGIFDRJFZYEEQ-CECATXLMSA-J,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)CC4=CC=CC=C4)O
psd5p,,noinchikey
salcn,NGFMICBWJRZIBI-UJPOAAIJSA-N,C1=CC=C(C(=C1)CO)OC2C(C(C(C(O2)CO)O)O)O
pppi,UNXRWKVEANCORM-UHFFFAOYSA-I,[O-]P(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-]
gdpfuc,LQEBEXMHBLQMDB-JGQUBWHWSA-L,CC1C(C(C(C(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=NC4=C3NC(=NC4=O)N)O)O)O)O)O
2amsa,XMTCKNXTTXDPJX-REOHCLBHSA-N,C(=O)C(C(=O)O)N
tpalm2eACP,,noinchikey
N1aspmd,MQTAVJHICJWXBR-UHFFFAOYSA-P,CC(=O)NCCC[NH2+]CCCC[NH3+]
u23ga,KOJCFMYSTWNMQW-RUAJDYCTSA-L,CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O
raffin,MUPFEKGTMRGPLJ-ZQSKZDJDSA-N,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)OC3(C(C(C(O3)CO)O)O)CO)O)O)O)O)O)O)O
3hcvac11eACP,,noinchikey
tdec2eACP,,noinchikey
trnamet,,noinchikey
hkntd,WCJYZUFKKTYNLB-PFCALIJCSA-L,C(=CC(=O)C=CC(=O)[O-])C=C(C(=O)[O-])O
trnaile,,noinchikey
murein5p5p5p,FOZGDVCGOFWZKF-SSRSPRHQSA-G,noinchikey_inpubchem
cpgn_un,,noinchikey
rml1p,KNYGWWDTPGSEPD-OTWZMJIISA-L,CC(C(C(C(=O)COP(=O)([O-])[O-])O)O)O
sucr,CZMRCDWAGMRECN-UGDNZRGBSA-N,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O
ckdo,YWWJKULNWGRYAS-UOVSKDHASA-L,C1C(C(C(OC1(C(=O)[O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=NC3=O)N)O)O)C(CO)O)O)O
gfgaragund,SOZYQWIVOMQYML-KIWKAZHESA-L,CC1C(C(C(C(O1)OC2C(C(OC(C2O)CO)OP(=O)(O)OP(=O)([O-])OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)N=C(C)[O-])OC(=O)C)OC3C(C(C(C(O3)COC4C(C(C(O4)C(CO)O)O)O)O)O)O)O
fmn,ANKZYBDXHMZBDK-SCRDCRAPSA-K,noinchikey_inpubchem
lpp,,noinchikey
acorn,JRLGPAXAGHMNOL-LURJTMIESA-N,CC(=O)NC(CCCN)C(=O)O
hpyr,HHDDCCUIIUWNGJ-UHFFFAOYSA-M,C(C(=O)C(=O)[O-])O
slnt,MCAHWIHFGHIESP-UHFFFAOYSA-L,[O-][Se](=O)[O-]
murein5px4p,NQXCJQVWBSGGNW-UHFFFAOYSA-E,noinchikey_inpubchem
pyr,LCTONWCANYUPML-UHFFFAOYSA-M,CC(=O)C(=O)[O-]
3hcinnm,KKSDGJDHHZEWEP-SNAWJCMRSA-M,C1=CC(=CC(=C1)O)C=CC(=O)[O-]
hexACP,,noinchikey
4ppan,XHFVGHPGDLDEQO-ZETCQYMHSA-K,CC(C)(COP(=O)([O-])[O-])C(C(=O)NCCC(=O)[O-])O
4pasp,IXZNKTPIYKDIGG-REOHCLBHSA-L,C(C(C(=O)[O-])[NH3+])C(=O)OP(=O)([O-])[O-]
nac,PVNIIMVLHYAWGP-UHFFFAOYSA-M,C1=CC(=CN=C1)C(=O)[O-]
3hmrsACP,,noinchikey
cystrna,,noinchikey
but2eACP,,noinchikey
3dhphaccoa,,noinchikey
succ,KDYFGRWQOYBRFD-UHFFFAOYSA-L,C(CC(=O)[O-])C(=O)[O-]
btnso,KCSKCIQYNAOBNQ-YBSFLMRUSA-M,C1C2C(C(S1=O)CCCCC(=O)[O-])NC(=O)N2
23dhdp,UWOCFOFVIBZJGH-YFKPBYRVSA-L,C1C=CC(=NC1C(=O)[O-])C(=O)[O-]
uamag,OJZCATPXPWFLHF-HPUCEMLMSA-J,CC(C(=O)NC(CCC(=O)[O-])C(=O)[O-])NC(=O)C(C)OC1C(C(OC(C1O)CO)OP(=O)([O-])OP(=O)([O-])OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
2agpg181,,noinchikey
gdptp,KCPMACXZAITQAX-UUOKFMHZSA-H,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])OP(=O)([O-])OP(=O)(O)[O-])O)NC(=NC2=O)N
gmhep1p,KMEJCSKJXSBBAN-QTNLNCNHSA-L,C(C(C1C(C(C(C(O1)OP(=O)([O-])[O-])O)O)O)O)O
dgslnt,GJEZZQVPWMCGSB-BJDJZHNGSA-L,C(CC(=O)NC(CS[Se]SCC(C(=O)NCC(=O)[O-])NC(=O)CCC(C(=O)[O-])[NH3+])C(=O)NCC(=O)[O-])C(C(=O)[O-])[NH3+]
bmocogdp,,noinchikey
2mcacn,NUZLRKBHOBPTQV-ARJAWSKDSA-K,CC(=C(CC(=O)[O-])C(=O)[O-])C(=O)[O-]
ru5p__L,FNZLKVNUWIIPSJ-CRCLSJGQSA-L,C(C(C(C(=O)CO)O)O)OP(=O)([O-])[O-]
dmlz,SXDXRJZUAJBNFL-XKSSXDPKSA-M,CC1=C(N(C2=NC(=NC(=O)C2=N1)[O-])CC(C(C(CO)O)O)O)C
glyc,PEDCQBHIVMGVHV-UHFFFAOYSA-N,C(C(CO)O)O
ppgpp,BUFLLCUFNHESEH-UUOKFMHZSA-I,C1=NC2=C(N1C3C(C(C(O3)COP(=O)([O-])OP(=O)(O)[O-])OP(=O)([O-])OP(=O)([O-])[O-])O)NC(=NC2=O)N
frmd,ZHNUHDYFZUAESO-UHFFFAOYSA-N,C(=O)N
n2o,GQPLMRYTRLFLPF-UHFFFAOYSA-N,[N-]=[N+]=O
aspsa,HOSWPDPVFBCLSY-VKHMYHEASA-N,C(C=O)C(C(=O)O)N
2agpe180,KIHAGWUUUHJRMS-JOCHJYFZSA-N,CCCCCCCCCCCCCCCCCC(=O)OC(CO)COP(=O)(O)OCCN
5aprbu,RQRINYISXYAZKL-RPDRRWSUSA-L,C(C(C(C(COP(=O)([O-])[O-])O)O)O)NC1=C(C(=O)NC(=O)N1)N
garagund,QZKSQRMITRSRFM-QUNHHUOXSA-L,CC1C(C(C(C(O1)OC2C(C(OC(C2O)CO)OP(=O)(O)OP(=O)([O-])OCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)N=C(C)[O-])OC(=O)C)OC3C(C(C(C(O3)CO)O)O)O)O
3hpp,ALRHLSYJTWAHJZ-UHFFFAOYSA-M,C(CO)C(=O)[O-]
hmbil,WDFJYRZCZIUBPR-UHFFFAOYSA-F,C1=C(C(=C(N1)CC2=C(C(=C(N2)CC3=C(C(=C(N3)CC4=C(C(=C(N4)CO)CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-])CC(=O)[O-])CCC(=O)[O-]
2pg,GXIURPTVHJPJLF-UWTATZPHSA-K,C(C(C(=O)[O-])OP(=O)([O-])[O-])O
hdcoa,,noinchikey
1agpe140,RPXHXZNGZBHSMJ-GOSISDBHSA-N,CCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O
lipoamp,QWEGOCJRZOKSOE-ADUAKINBSA-M,C1CSSC1CCCCC(=O)OP(=O)([O-])OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O
5fthf,VVIAGPKUTFNRDU-STQMWFEESA-L,C1C(N(C2=C(N1)NC(=NC2=O)N)C=O)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)[O-])C(=O)[O-]
actp,LIPOUNRJVLNBCD-UHFFFAOYSA-L,CC(=O)OP(=O)([O-])[O-]
alltt,NUCLJNSWZCHRKL-UHFFFAOYSA-M,C(C(=O)[O-])(NC(=O)N)NC(=O)N
trnaasp,,noinchikey
sbzcoa,AVOVYFCDODUXLY-HSJNEKGZSA-I,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])C(C(=O)NCCC(=O)NCCSC(=O)C4=CC=CC=C4C(=O)CCC(=O)[O-])O
dtdp4aaddg,YHXQWYBLXUELDA-ZCVKINLTSA-L,CC1C(C(C(C(O1)OP(=O)([O-])OP(=O)([O-])OCC2C(CC(O2)N3C=C(C(=O)NC3=O)C)O)O)O)NC(=O)C
3c2hmp,RNQHMTFBUSSBJQ-CRCLSJGQSA-L,CC(C)C(C(C(=O)[O-])O)C(=O)[O-]
moadcosh,,noinchikey
dsbard,,noinchikey
sucgsa,XTOKIEIBKARFSZ-LURJTMIESA-L,C(CC(C(=O)[O-])NC(=O)CCC(=O)[O-])C=O
adphep_DD,KMSFWBYFWSKGGR-FQBROAFUSA-L,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)COP(=O)([O-])OP(=O)([O-])OC4C(C(C(C(O4)C(CO)O)O)O)O)O)O)N
pe120,,noinchikey
t3c7mrseACP,,noinchikey
ACP,,noinchikey
bmoco,,noinchikey
octdp,IKKLDISSULFFQO-DJMILUHSSA-K,CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)([O-])OP(=O)([O-])[O-])C)C)C)C)C)C)C)C
3hhdcoa,DEHLMTDDPWDRDR-BCIKBWLNSA-J,CCCCCCCCCCCCCC(CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O)O
dpcoa,KDTSHFARGAKYJN-IBOSZNHHSA-L,CC(C)(COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O)C(C(=O)NCCC(=O)NCCS)O
2agpe160,CKPBBEOJHAPPBT-HXUWFJFHSA-N,CCCCCCCCCCCCCCCC(=O)OC(CO)COP(=O)(O)OCCN
ppp9,KSFOVUSSGSKXFI-UJJXFSCMSA-L,noinchikey_inpubchem
2cpr5p,QKMBYNRMPRKVTO-MNOVXSKESA-K,C1=CC=C(C(=C1)C(=O)[O-])NCC(=O)C(C(COP(=O)([O-])[O-])O)O
pheme,KABFMIBPWCXCRK-RGGAHWMASA-J,noinchikey_inpubchem
3omrsACP,,noinchikey
trnathr,,noinchikey
6pgc,BIRSGZKFKXLSJQ-SQOUGZDYSA-K,C(C(C(C(C(C(=O)[O-])O)O)O)O)OP(=O)([O-])[O-]
uLa4n,,noinchikey
pgp180,UZNYMWWMHBZMLI-IOLBBIBUSA-K,CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC(COP(=O)([O-])[O-])O)OC(=O)CCCCCCCCCCCCCCCCC
arg__L,ODKSFYDXXFIFQN-BYPYZUCNSA-O,C(CC(C(=O)[O-])[NH3+])C[NH+]=C(N)N
anhgm,,noinchikey
cd2,WLZRMCYVCSSEQC-UHFFFAOYSA-N,[Cd+2]
3odcoa,AZCVXMAPLHSIKY-HSJNEKGZSA-J,CCCCCCCC(=O)CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)([O-])OP(=O)([O-])OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)([O-])[O-])O
gly,DHMQDGOQFOQNFH-UHFFFAOYSA-N,C(C(=O)O)N
cpppg3,NIUVHXTXUXOFEB-UHFFFAOYSA-J,CC1=C2CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(N5)CC(=C1CCC(=O)[O-])N2)C)CCC(=O)[O-])C)CCC(=O)[O-])CCC(=O)[O-])C
cl,VEXZGXHMUGYJMC-UHFFFAOYSA-M,[Cl-]
aact,BCDGQXUMWHRQCB-UHFFFAOYSA-O,CC(=O)C[NH3+]
dms,QMMFVYPAHWMCMS-UHFFFAOYSA-N,CSC
ps120,,noinchikey
xyl__D,SRBFZHDQGSBBOR-IOVATXLUSA-N,C1C(C(C(C(O1)O)O)O)O
2tdecg3p,,noinchikey
e4p,NGHMDNPXVRFFGS-IUYQGCFVSA-L,C(C(C(C=O)O)O)OP(=O)([O-])[O-]
alac__S,NMDWGEGFJUBKLB-YFKPBYRVSA-M,CC(=O)C(C)(C(=O)[O-])O
